ID,Gender,Race,Age_at_Release,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
3882,M,WHITE,43-47,FALSE,3,Standard,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,0,2,4,3,TRUE,FALSE,1,2,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.782396088,0.893031785,FALSE,1
21905,M,BLACK,43-47,FALSE,3,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,2,0,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,20.69230769,0,0,0,0,0,0,TRUE,0
20833,M,WHITE,43-47,FALSE,3,Standard,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,1,2,0,0,0,0,FALSE,FALSE,1,1,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,211.3333333,0,0,0,0,1,1.152208202,FALSE,0
13527,M,WHITE,48 or older,FALSE,3,Standard,Less than HS diploma,0,Drug,Greater than 2 to 3 years,10 or more,4,1,2,5 or more,5 or more,FALSE,TRUE,3 or more,2,TRUE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,2,73.63636364,0,0,0,0,0.507407407,0.901851852,TRUE,0
8752,M,BLACK,48 or older,FALSE,3,Standard,Less than HS diploma,0,Property,1-2 years,10 or more,5,0,5 or more,4,2,FALSE,FALSE,3 or more,3,FALSE,3 or more,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,25.87234043,0.04255319,0,0,0.021276595,0.347861842,0.600740132,FALSE,0
6676,M,BLACK,33-37,FALSE,3,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,5,2,2,2,5 or more,FALSE,TRUE,2,4 or more,TRUE,2,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,29.15384615,0,0,0,0,0.799472296,1.927440633,TRUE,1
2575,M,BLACK,48 or older,FALSE,3,Standard,Less than HS diploma,0,Property,Less than 1 year,10 or more,6 or more,0,5 or more,3,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,108,0,0,0,0,0.848765432,1,FALSE,0
21387,M,BLACK,48 or older,FALSE,3,Standard,Less than HS diploma,1,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,TRUE,FALSE,2,4 or more,TRUE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.504559271,1,FALSE,1
697,M,BLACK,33-37,FALSE,3,Standard,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,1,5 or more,4,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,2,0,77.6,0,0,0,0,0,0,TRUE,1
13134,M,WHITE,43-47,FALSE,3,Standard,Less than HS diploma,1,Property,Less than 1 year,10 or more,5,1,5 or more,1,5 or more,TRUE,TRUE,3 or more,3,TRUE,3 or more,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,1,0,1,25,0,0,0,0,0.986666667,1,FALSE,1
1306,M,BLACK,48 or older,FALSE,3,Standard,Less than HS diploma,2,Drug,Greater than 2 to 3 years,10 or more,6 or more,2,3,4,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,,,,,,0.934579439,1,FALSE,1
11823,M,BLACK,43-47,FALSE,3,Standard,Less than HS diploma,2,Property,More than 3 years,5,5,3 or more,2,0,2,FALSE,FALSE,0,2,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,518.75,0,0,0,0,0.179759036,0.176024096,TRUE,1
9737,M,WHITE,48 or older,FALSE,3,Standard,Less than HS diploma,2,Violent/Non-Sex,Less than 1 year,7,6 or more,3 or more,4,2,1,FALSE,FALSE,2,2,FALSE,2,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,3 or more,97.5,0,0,0,0,0,0,TRUE,0
957,M,WHITE,48 or older,FALSE,3,Standard,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,10 or more,6 or more,2,3,5 or more,5 or more,FALSE,FALSE,3 or more,4 or more,FALSE,2,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,146.9,0,0,0,0,0,0,TRUE,0
5935,M,WHITE,43-47,FALSE,3,Standard,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,FALSE,FALSE,3 or more,3,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,1,FALSE,1
5402,M,BLACK,38-42,FALSE,3,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,TRUE,FALSE,1,4 or more,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,,,,,,0,0,FALSE,0
23725,M,WHITE,43-47,FALSE,3,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,5,5,0,2,1,3,FALSE,TRUE,0,1,FALSE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,45.69230769,0.07692308,0,0,0,0.994107744,0.61489899,FALSE,0
1957,M,WHITE,38-42,FALSE,4,High,High School Diploma,1,Drug,Less than 1 year,8,6 or more,1,3,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,3 or more,1,66.14285714,0.285714298,0,0,0,1,2.36663067,FALSE,0
4680,M,WHITE,48 or older,FALSE,4,High,Less than HS diploma,0,Property,1-2 years,8,5,0,3,4,5 or more,FALSE,FALSE,2,2,FALSE,1,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4 or more,2,3 or more,2,38.71428571,0,0,0.428571433,0,1,3,FALSE,0
4656,M,WHITE,38-42,TRUE,4,High,Less than HS diploma,0,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,2,5 or more,1,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,2,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,1,2,0,75.4,0,0,0.200000003,0,0,0,FALSE,1
2971,M,BLACK,48 or older,FALSE,4,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,0,1,0,0,0,0,FALSE,FALSE,0,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,1,,0.07692308,0,0,0,0,,TRUE,0
21344,M,WHITE,28-32,FALSE,4,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,5,6 or more,2,1,1,1,FALSE,FALSE,2,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,50,0,0,0,0,1,2.1915,FALSE,0
9810,M,WHITE,33-37,FALSE,4,Specialized,High School Diploma,0,Violent/Sex,More than 3 years,2,0,0,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,14.6,0,0,0,0,1,2,FALSE,0
21494,M,BLACK,33-37,TRUE,4,Specialized,High School Diploma,1,Other,Less than 1 year,10 or more,6 or more,3 or more,3,2,4,FALSE,FALSE,2,4 or more,TRUE,3 or more,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4 or more,10 or more,2,0,35.9,0.200000003,0,0,0,0.596100279,1,FALSE,1
13252,M,BLACK,33-37,FALSE,4,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,8,6 or more,3 or more,3,2,5 or more,FALSE,TRUE,3 or more,4 or more,TRUE,3 or more,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,3,0,1,158.75,0,0,0,0,0.486614173,0.287598425,FALSE,1
11307,M,WHITE,33-37,FALSE,4,Specialized,High School Diploma,2,Violent/Sex,Less than 1 year,6,6 or more,1,0,0,5 or more,FALSE,FALSE,0,4 or more,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,30.28571429,0,0,0,0,0.775943396,1.722877358,FALSE,1
23009,M,BLACK,43-47,FALSE,4,Specialized,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,0,2,5 or more,FALSE,TRUE,2,4 or more,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0,0,FALSE,1
19461,M,WHITE,28-32,FALSE,4,Specialized,High School Diploma,3 or more,Violent/Sex,Greater than 2 to 3 years,1,0,1,0,0,0,FALSE,FALSE,0,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,81.23809524,0,0,0,0,0.937866354,0.428194607,FALSE,0
2507,M,BLACK,33-37,FALSE,4,Specialized,High School Diploma,3 or more,Violent/Sex,Less than 1 year,10 or more,4,3 or more,0,0,5 or more,FALSE,FALSE,1,4 or more,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,,,,,,0,0,FALSE,1
22798,M,BLACK,33-37,FALSE,4,Specialized,High School Diploma,3 or more,Violent/Sex,Less than 1 year,2,0,1,0,0,0,FALSE,FALSE,1,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,TRUE,0
13868,M,WHITE,33-37,FALSE,4,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,2,1,1,0,0,FALSE,FALSE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,38.63636364,0,0,0,0,0.978823529,1.718823529,FALSE,1
8479,M,WHITE,38-42,FALSE,4,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,FALSE,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,8,0,0,26.4,0,0,0,0.06666667,0.696969697,0.922348485,FALSE,0
1019,M,BLACK,48 or older,FALSE,4,Specialized,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,5,3,2,0,0,1,FALSE,TRUE,0,1,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,10 or more,0,0,50,0,0,0,0,1,1.123846154,FALSE,0
3533,M,BLACK,48 or older,FALSE,4,Specialized,Less than HS diploma,1,Violent/Sex,More than 3 years,6,6 or more,3 or more,2,1,2,FALSE,FALSE,2,4 or more,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,1,,0,0,0,0,0,,FALSE,0
21873,M,BLACK,28-32,FALSE,4,Specialized,Less than HS diploma,2,Other,Less than 1 year,10 or more,6 or more,1,3,3,5 or more,FALSE,TRUE,3 or more,4 or more,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,62.33333333,0,0,0,0,0.037433155,0.976604278,FALSE,1
23506,M,WHITE,33-37,FALSE,4,Specialized,Less than HS diploma,2,Other,Less than 1 year,5,6 or more,3 or more,3,2,5 or more,TRUE,FALSE,1,3,FALSE,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,0,111,0,0,0.333333343,0,0,0,FALSE,1
8577,M,BLACK,28-32,FALSE,4,Specialized,Less than HS diploma,3 or more,Drug,Less than 1 year,8,6 or more,2,4,5 or more,4,TRUE,FALSE,3 or more,3,FALSE,1,2 or more,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10 or more,2,1,24.06666667,0,0,0,0,0.415512465,1,FALSE,1
20110,M,WHITE,48 or older,FALSE,4,Specialized,Less than HS diploma,3 or more,Property,Greater than 2 to 3 years,1,0,0,0,0,0,FALSE,FALSE,1,0,FALSE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,7,0,1,30.83333333,0,0,0,0,0.994594595,1,TRUE,0
20471,M,BLACK,38-42,FALSE,4,Specialized,Less than HS diploma,3 or more,Property,More than 3 years,6,2,2,4,1,0,FALSE,TRUE,1,2,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,142.8,0,0,0,0,0.719887955,1.023109244,FALSE,0
13489,M,BLACK,38-42,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,10 or more,6 or more,2,5 or more,0,4,TRUE,TRUE,3 or more,4 or more,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,39.42857143,0,0,0,0,0.344202899,1,TRUE,1
11467,M,BLACK,33-37,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,5,6 or more,3 or more,0,1,5 or more,TRUE,FALSE,2,1,TRUE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4 or more,5,0,3 or more,188.2,0,0,0,0,0.919234857,0.776301807,FALSE,0
802,M,WHITE,38-42,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,4,1,1,0,2,0,FALSE,TRUE,0,0,TRUE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,443,0,0,0,0,1,0.824492099,FALSE,0
2953,M,WHITE,43-47,FALSE,4,Specialized,Less than HS diploma,3 or more,Violent/Sex,More than 3 years,6,3,0,2,1,0,FALSE,FALSE,2,4 or more,TRUE,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,64.1,0,0,0,0,0.570982839,1.139625585,FALSE,1
5173,M,BLACK,43-47,FALSE,4,Standard,At least some college,0,Drug,Less than 1 year,10 or more,6 or more,2,5 or more,5 or more,5 or more,FALSE,TRUE,3 or more,4 or more,FALSE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,3 or more,0,30,0.083333336,0.083333336,0,0,0,0,FALSE,0
23117,M,WHITE,38-42,FALSE,4,Standard,At least some college,0,Drug,More than 3 years,7,1,0,0,5 or more,2,FALSE,FALSE,3 or more,1,FALSE,0,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,10 or more,1,2,,0,0,0,0,0,,FALSE,0
5752,M,WHITE,33-37,FALSE,4,Standard,At least some college,0,Other,Less than 1 year,9,6 or more,1,5 or more,0,1,FALSE,FALSE,3 or more,3,TRUE,3 or more,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,,,,,,0,0,TRUE,1
597,M,BLACK,48 or older,FALSE,4,Standard,At least some college,0,Property,1-2 years,10 or more,6 or more,1,5 or more,0,5 or more,FALSE,FALSE,3 or more,1,FALSE,3 or more,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4 or more,5,0,1,37.53846154,0,0.07692308,0,0,0.444672131,2.993852459,FALSE,1
2186,M,WHITE,48 or older,FALSE,4,Standard,At least some college,2,Violent/Non-Sex,More than 3 years,6,6 or more,2,1,2,5 or more,TRUE,FALSE,2,4 or more,FALSE,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,0,0,1,134,0,0,0,0,0.875621891,0.90858209,FALSE,1
1708,M,WHITE,43-47,FALSE,4,Standard,At least some college,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,3,5 or more,FALSE,TRUE,3 or more,4 or more,TRUE,3 or more,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,0,0,0,113.3333333,0.333333343,0,0.333333343,0,0,0,FALSE,0
8520,M,WHITE,38-42,FALSE,4,Standard,At least some college,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,6 or more,1,5 or more,3,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4 or more,0,0,2,,,,,,1,2.929812834,FALSE,1
15674,M,BLACK,48 or older,FALSE,4,Standard,At least some college,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,FALSE,FALSE,0,0,TRUE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,0,0,0,0,0,,FALSE,0
3810,M,WHITE,43-47,FALSE,4,Standard,High School Diploma,0,Drug,Less than 1 year,9,6 or more,1,5 or more,1,2,FALSE,FALSE,3 or more,4 or more,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,2,41,0,0,0,0,0.93495935,0.989837398,FALSE,0
18200,M,WHITE,38-42,TRUE,4,Standard,High School Diploma,0,Property,Greater than 2 to 3 years,10 or more,6 or more,2,3,2,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,1,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,0,0,2,75.54545455,0,0,0,0,0,0,FALSE,1
10236,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,0,Property,Less than 1 year,1,3,0,2,1,0,FALSE,FALSE,1,1,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,1,2,FALSE,0
21650,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,0,Property,Less than 1 year,6,4,1,4,3,2,FALSE,FALSE,1,2,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,25.27777778,0.111111112,0,0,0,1,1.605494505,FALSE,1
11563,M,WHITE,33-37,FALSE,4,Standard,High School Diploma,0,Violent/Non-Sex,More than 3 years,2,4,2,0,0,0,TRUE,FALSE,1,1,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,7,0,0,55.27272727,0,0,0,0,1,1.802220395,FALSE,0
20550,M,WHITE,28-32,TRUE,4,Standard,High School Diploma,1,Other,Less than 1 year,6,6 or more,3 or more,4,1,3,FALSE,TRUE,1,1,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,4,1,0,,,,,,0,0,FALSE,1
12654,M,BLACK,48 or older,FALSE,4,Standard,High School Diploma,1,Property,More than 3 years,3,0,0,3,0,0,FALSE,FALSE,1,0,FALSE,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.286307054,0.505186722,FALSE,0
13404,M,WHITE,33-37,FALSE,4,Standard,High School Diploma,1,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,TRUE,FALSE,3 or more,4 or more,TRUE,3 or more,2 or more,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3,2,0,0,70.11111111,0,0,0,0.111111112,0.833597464,0.578843106,FALSE,1
9510,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,2,Drug,Less than 1 year,10 or more,6 or more,2,4,5 or more,2,TRUE,TRUE,3 or more,1,FALSE,2,2 or more,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,111,0,0,0,0,0.463963964,0.822635135,FALSE,1
5584,M,WHITE,43-47,FALSE,4,Standard,High School Diploma,2,Other,Less than 1 year,4,3,2,0,1,1,TRUE,TRUE,2,0,FALSE,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,1,1,FALSE,1
5216,M,BLACK,48 or older,FALSE,4,Standard,High School Diploma,2,Property,1-2 years,10 or more,6 or more,1,5 or more,2,5 or more,FALSE,FALSE,3 or more,4 or more,TRUE,3 or more,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,,,,,,0,0,TRUE,1
17009,M,WHITE,28-32,FALSE,4,Standard,High School Diploma,2,Property,Less than 1 year,6,6 or more,0,2,1,5 or more,TRUE,FALSE,1,2,FALSE,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,43.33333333,0,0,0,0,0.746153846,1,FALSE,1
1413,M,BLACK,33-37,FALSE,4,Standard,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,1,2,2,5 or more,FALSE,FALSE,1,4 or more,FALSE,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,0,0,2,,,,,,0,0,FALSE,0
17946,M,BLACK,23-27,FALSE,4,Standard,High School Diploma,3 or more,Property,Less than 1 year,7,6 or more,1,2,3,5 or more,FALSE,FALSE,1,3,TRUE,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,,,,,,0.244791667,1,FALSE,1
6359,M,BLACK,33-37,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,4,6 or more,3 or more,2,0,4,TRUE,FALSE,1,4 or more,TRUE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,200.5,0,0,0,0,0.394014963,0.91084788,TRUE,1
7501,M,BLACK,33-37,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,4,6 or more,2,2,0,4,FALSE,TRUE,1,4 or more,TRUE,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,6,1,3 or more,39.81818182,0,0,0,0,0.932267884,1.111872146,FALSE,0
980,M,BLACK,38-42,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,8,3,3 or more,0,1,3,FALSE,TRUE,3 or more,4 or more,TRUE,0,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4 or more,4,1,1,232.8333333,0,0,0,0,0.042949177,0.261453114,FALSE,0
17058,M,WHITE,38-42,FALSE,4,Standard,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,2,0,1,1,0,0,FALSE,TRUE,1,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,64.33333333,0,0,0,0,1,1.892487047,FALSE,0
4283,M,WHITE,33-37,FALSE,4,Standard,Less than HS diploma,0,Drug,Less than 1 year,5,3,0,1,2,2,FALSE,FALSE,2,3,FALSE,0,2 or more,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,6,0,0,38.9,0,0,0,0,0,0,TRUE,0
